
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | SAD Guess                       :      0.000u      0.000s      0.320w      2 calls
| HF: Form G                        :      0.000u      0.000s     15.245w     24 calls
| | JK: D                           :      0.000u      0.000s      0.002w     24 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     24 calls
| | JK: JK                          :      0.000u      0.000s     15.238w     24 calls
| | | JK: J                         :      0.000u      0.000s      0.358w     24 calls
| | | | JK: J1                      :      0.000u      0.000s      0.175w     24 calls
| | | | JK: J2                      :      0.000u      0.000s      0.179w     24 calls
| | | JK: K                         :      0.000u      0.000s     14.739w     24 calls
| | | | JK: K1                      :      0.000u      0.000s     14.111w     24 calls
| | | | JK: K2                      :      0.000u      0.000s      0.628w     24 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     24 calls
| HF: Form F                        :      0.000u      0.000s      0.002w     24 calls
| HF: Form D                        :      0.000u      0.000s      0.001w     24 calls
| HF: DIIS                          :      0.000u      0.000s      0.218w     22 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.098w     22 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.041w     22 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.022w     22 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     22 calls
| | | New vector                    :      0.000u      0.000s      0.017w     22 calls
| HF: Form C                        :      0.000u      0.000s      0.145w     22 calls
SAPT0: DF Integrals                 :      0.000u      0.000s     13.193w      2 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      1.301w      8 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.098w      2 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      2 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.039w      2 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.029w      2 calls
SAPT0: Ind20                        :      0.000u      0.000s      8.377w      2 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.359w      2 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      2.122w      2 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      5.455w      2 calls

**************************************************************************************

Host: G5

Timers On : Sun May 21 13:37:40 2023
Timers Off: Sun May 21 13:38:44 2023

Wall Time:       64.14 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s     14.895w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.572w     11 calls
JK: (A|mn)                          :      0.000u      0.000s      0.745w      1 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      0.342w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.777w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.482w      3 calls
HF: Form S/X                        :      0.000u      0.000s      0.022w      3 calls
HF: Guess                           :      0.000u      0.000s      0.216w      3 calls
SAD Guess                           :      0.000u      0.000s      0.211w      3 calls
HF: Form G                          :      0.000u      0.000s     21.348w     47 calls
JK: D                               :      0.000u      0.000s      0.004w     47 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w     47 calls
JK: JK                              :      0.000u      0.000s     21.334w     47 calls
JK: J                               :      0.000u      0.000s      0.697w     47 calls
JK: J1                              :      0.000u      0.000s      0.358w     47 calls
JK: J2                              :      0.000u      0.000s      0.331w     47 calls
JK: K                               :      0.000u      0.000s     20.220w     47 calls
JK: K1                              :      0.000u      0.000s     17.968w     47 calls
JK: K2                              :      0.000u      0.000s      2.251w     47 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     47 calls
HF: Form F                          :      0.000u      0.000s      0.003w     47 calls
HF: Form D                          :      0.000u      0.000s      0.003w     47 calls
HF: DIIS                            :      0.000u      0.000s      0.300w     44 calls
DIISManager::add_entry              :      0.000u      0.000s      0.091w     44 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.083w     44 calls
bMatrix setup                       :      0.000u      0.000s      0.044w     44 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.002w     44 calls
New vector                          :      0.000u      0.000s      0.036w     44 calls
HF: Form C                          :      0.000u      0.000s      0.285w     44 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      7.219w      1 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      5.816w      1 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      7.091w      1 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.032w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.020w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.009w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      4.234w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.179w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      1.004w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      3.269w      1 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s     14.895w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.155w      2 calls
| JK: (A|mn)                        :      0.000u      0.000s      0.745w      1 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.342w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      1 calls
| JK: (Q|mn)                        :      0.000u      0.000s      0.777w      1 calls
| HF: Form core H                   :      0.000u      0.000s      0.158w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.008w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.089w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.086w      1 calls
| HF: Form G                        :      0.000u      0.000s     11.152w     23 calls
| | JK: D                           :      0.000u      0.000s      0.002w     23 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     23 calls
| | JK: JK                          :      0.000u      0.000s     11.145w     23 calls
| | | JK: J                         :      0.000u      0.000s      0.338w     23 calls
| | | | JK: J1                      :      0.000u      0.000s      0.171w     23 calls
| | | | JK: J2                      :      0.000u      0.000s      0.163w     23 calls
| | | JK: K                         :      0.000u      0.000s     10.543w     23 calls
| | | | JK: K1                      :      0.000u      0.000s      9.122w     23 calls
| | | | JK: K2                      :      0.000u      0.000s      1.421w     23 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     23 calls
| HF: Form F                        :      0.000u      0.000s      0.002w     23 calls
| HF: Form D                        :      0.000u      0.000s      0.002w     23 calls
| HF: DIIS                          :      0.000u      0.000s      0.156w     22 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.046w     22 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.047w     22 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.025w     22 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     22 calls
| | | New vector                    :      0.000u      0.000s      0.021w     22 calls
| HF: Form C                        :      0.000u      0.000s      0.142w     22 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      7.219w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.133w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.162w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.007w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.063w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.061w      1 calls
| HF: Form G                        :      0.000u      0.000s      5.826w     13 calls
| | JK: D                           :      0.000u      0.000s      0.001w     13 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     13 calls
| | JK: JK                          :      0.000u      0.000s      5.822w     13 calls
| | | JK: J                         :      0.000u      0.000s      0.189w     13 calls
| | | | JK: J1                      :      0.000u      0.000s      0.097w     13 calls
| | | | JK: J2                      :      0.000u      0.000s      0.089w     13 calls
| | | JK: K                         :      0.000u      0.000s      5.520w     13 calls
| | | | JK: K1                      :      0.000u      0.000s      4.907w     13 calls
| | | | JK: K2                      :      0.000u      0.000s      0.613w     13 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     13 calls
| HF: Form F                        :      0.000u      0.000s      0.001w     13 calls
| HF: Form D                        :      0.000u      0.000s      0.001w     13 calls
| HF: DIIS                          :      0.000u      0.000s      0.060w     12 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.006w     12 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.021w     12 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.011w     12 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     12 calls
| | | New vector                    :      0.000u      0.000s      0.009w     12 calls
| HF: Form C                        :      0.000u      0.000s      0.076w     12 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      5.816w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.134w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.162w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.007w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.064w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.063w      1 calls
| HF: Form G                        :      0.000u      0.000s      4.370w     11 calls
| | JK: D                           :      0.000u      0.000s      0.001w     11 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.001w     11 calls
| | JK: JK                          :      0.000u      0.000s      4.367w     11 calls
| | | JK: J                         :      0.000u      0.000s      0.170w     11 calls
| | | | JK: J1                      :      0.000u      0.000s      0.089w     11 calls
| | | | JK: J2                      :      0.000u      0.000s      0.079w     11 calls
| | | JK: K                         :      0.000u      0.000s      4.157w     11 calls
| | | | JK: K1                      :      0.000u      0.000s      3.940w     11 calls
| | | | JK: K2                      :      0.000u      0.000s      0.217w     11 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     11 calls
| HF: Form F                        :      0.000u      0.000s      0.001w     11 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     11 calls
| HF: DIIS                          :      0.000u      0.000s      0.085w     10 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.039w     10 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.015w     10 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.008w     10 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w     10 calls
| | | New vector                    :      0.000u      0.000s      0.007w     10 calls
| HF: Form C                        :      0.000u      0.000s      0.068w     10 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      7.091w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.151w      4 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.032w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.020w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.009w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      4.234w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.179w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      1.004w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      3.269w      1 calls

**************************************************************************************

Host: G5

Timers On : Sun May 21 13:41:58 2023
Timers Off: Sun May 21 13:42:03 2023

Wall Time:        5.04 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s      1.225w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.150w     11 calls
JK: (A|mn)                          :      0.000u      0.000s      0.101w      1 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      0.102w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.045w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.061w      3 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      3 calls
HF: Guess                           :      0.000u      0.000s      0.119w      3 calls
SAD Guess                           :      0.000u      0.000s      0.116w      3 calls
HF: Form G                          :      0.000u      0.000s      0.885w     31 calls
JK: D                               :      0.000u      0.000s      0.001w     31 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     31 calls
JK: JK                              :      0.000u      0.000s      0.881w     31 calls
JK: J                               :      0.000u      0.000s      0.067w     31 calls
JK: J1                              :      0.000u      0.000s      0.035w     31 calls
JK: J2                              :      0.000u      0.000s      0.030w     31 calls
JK: K                               :      0.000u      0.000s      0.781w     31 calls
JK: K1                              :      0.000u      0.000s      0.686w     31 calls
JK: K2                              :      0.000u      0.000s      0.095w     31 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.000u      0.000s      0.001w     31 calls
HF: Form D                          :      0.000u      0.000s      0.000w     31 calls
HF: DIIS                            :      0.000u      0.000s      0.074w     28 calls
DIISManager::add_entry              :      0.000u      0.000s      0.023w     28 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.011w     28 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     28 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     28 calls
New vector                          :      0.000u      0.000s      0.004w     28 calls
HF: Form C                          :      0.000u      0.000s      0.047w     28 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      0.870w      1 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      0.854w      1 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      0.399w      1 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.002w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.001w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.000w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.277w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.015w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.093w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.231w      1 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s      1.225w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.037w      2 calls
| JK: (A|mn)                        :      0.000u      0.000s      0.101w      1 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.102w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      1 calls
| JK: (Q|mn)                        :      0.000u      0.000s      0.045w      1 calls
| HF: Form core H                   :      0.000u      0.000s      0.019w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.001w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.042w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.041w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.348w     11 calls
| | JK: D                           :      0.000u      0.000s      0.000w     11 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     11 calls
| | JK: JK                          :      0.000u      0.000s      0.346w     11 calls
| | | JK: J                         :      0.000u      0.000s      0.025w     11 calls
| | | | JK: J1                      :      0.000u      0.000s      0.014w     11 calls
| | | | JK: J2                      :      0.000u      0.000s      0.011w     11 calls
| | | JK: K                         :      0.000u      0.000s      0.305w     11 calls
| | | | JK: K1                      :      0.000u      0.000s      0.257w     11 calls
| | | | JK: K2                      :      0.000u      0.000s      0.048w     11 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     11 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     11 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     11 calls
| HF: DIIS                          :      0.000u      0.000s      0.035w     10 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.017w     10 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.004w     10 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w     10 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w     10 calls
| | | New vector                    :      0.000u      0.000s      0.001w     10 calls
| HF: Form C                        :      0.000u      0.000s      0.018w     10 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      0.870w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.042w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.023w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.002w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.034w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.033w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.269w     10 calls
| | JK: D                           :      0.000u      0.000s      0.000w     10 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     10 calls
| | JK: JK                          :      0.000u      0.000s      0.268w     10 calls
| | | JK: J                         :      0.000u      0.000s      0.019w     10 calls
| | | | JK: J1                      :      0.000u      0.000s      0.010w     10 calls
| | | | JK: J2                      :      0.000u      0.000s      0.009w     10 calls
| | | JK: K                         :      0.000u      0.000s      0.240w     10 calls
| | | | JK: K1                      :      0.000u      0.000s      0.211w     10 calls
| | | | JK: K2                      :      0.000u      0.000s      0.029w     10 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     10 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     10 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     10 calls
| HF: DIIS                          :      0.000u      0.000s      0.019w      9 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.003w      9 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.003w      9 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w      9 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w      9 calls
| | | New vector                    :      0.000u      0.000s      0.001w      9 calls
| HF: Form C                        :      0.000u      0.000s      0.015w      9 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      0.854w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.035w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.020w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.001w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.042w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.041w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.267w     10 calls
| | JK: D                           :      0.000u      0.000s      0.000w     10 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     10 calls
| | JK: JK                          :      0.000u      0.000s      0.266w     10 calls
| | | JK: J                         :      0.000u      0.000s      0.022w     10 calls
| | | | JK: J1                      :      0.000u      0.000s      0.012w     10 calls
| | | | JK: J2                      :      0.000u      0.000s      0.010w     10 calls
| | | JK: K                         :      0.000u      0.000s      0.236w     10 calls
| | | | JK: K1                      :      0.000u      0.000s      0.217w     10 calls
| | | | JK: K2                      :      0.000u      0.000s      0.018w     10 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     10 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     10 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     10 calls
| HF: DIIS                          :      0.000u      0.000s      0.020w      9 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.003w      9 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.004w      9 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w      9 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w      9 calls
| | | New vector                    :      0.000u      0.000s      0.001w      9 calls
| HF: Form C                        :      0.000u      0.000s      0.015w      9 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      0.399w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.037w      4 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.002w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.001w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.000w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.277w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.015w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.093w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.231w      1 calls

**************************************************************************************

Host: G5

Timers On : Sun May 21 13:42:32 2023
Timers Off: Sun May 21 13:42:48 2023

Wall Time:       16.42 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s      1.222w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.149w     11 calls
JK: (A|mn)                          :      0.000u      0.000s      0.094w      1 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      0.038w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.046w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.102w      3 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      3 calls
HF: Guess                           :      0.000u      0.000s      0.107w      3 calls
SAD Guess                           :      0.000u      0.000s      0.104w      3 calls
HF: Form G                          :      0.000u      0.000s      0.888w     31 calls
JK: D                               :      0.000u      0.000s      0.001w     31 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     31 calls
JK: JK                              :      0.000u      0.000s      0.884w     31 calls
JK: J                               :      0.000u      0.000s      0.068w     31 calls
JK: J1                              :      0.000u      0.000s      0.037w     31 calls
JK: J2                              :      0.000u      0.000s      0.031w     31 calls
JK: K                               :      0.000u      0.000s      0.784w     31 calls
JK: K1                              :      0.000u      0.000s      0.701w     31 calls
JK: K2                              :      0.000u      0.000s      0.083w     31 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.000u      0.000s      0.001w     31 calls
HF: Form D                          :      0.000u      0.000s      0.000w     31 calls
HF: DIIS                            :      0.000u      0.000s      0.061w     28 calls
DIISManager::add_entry              :      0.000u      0.000s      0.009w     28 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.011w     28 calls
bMatrix setup                       :      0.000u      0.000s      0.006w     28 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     28 calls
New vector                          :      0.000u      0.000s      0.004w     28 calls
HF: Form C                          :      0.000u      0.000s      0.048w     28 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      0.901w      1 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      0.871w      1 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      0.417w      1 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.003w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.002w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.001w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.263w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.016w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.100w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.265w      1 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s      1.222w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.037w      2 calls
| JK: (A|mn)                        :      0.000u      0.000s      0.094w      1 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.038w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      1 calls
| JK: (Q|mn)                        :      0.000u      0.000s      0.046w      1 calls
| HF: Form core H                   :      0.000u      0.000s      0.019w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.001w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.036w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.035w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.341w     11 calls
| | JK: D                           :      0.000u      0.000s      0.000w     11 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     11 calls
| | JK: JK                          :      0.000u      0.000s      0.339w     11 calls
| | | JK: J                         :      0.000u      0.000s      0.025w     11 calls
| | | | JK: J1                      :      0.000u      0.000s      0.014w     11 calls
| | | | JK: J2                      :      0.000u      0.000s      0.010w     11 calls
| | | JK: K                         :      0.000u      0.000s      0.298w     11 calls
| | | | JK: K1                      :      0.000u      0.000s      0.254w     11 calls
| | | | JK: K2                      :      0.000u      0.000s      0.044w     11 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     11 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     11 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     11 calls
| HF: DIIS                          :      0.000u      0.000s      0.021w     10 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.003w     10 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.004w     10 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w     10 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w     10 calls
| | | New vector                    :      0.000u      0.000s      0.001w     10 calls
| HF: Form C                        :      0.000u      0.000s      0.016w     10 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      0.901w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.035w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.040w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.001w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.035w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.034w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.279w     10 calls
| | JK: D                           :      0.000u      0.000s      0.000w     10 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     10 calls
| | JK: JK                          :      0.000u      0.000s      0.277w     10 calls
| | | JK: J                         :      0.000u      0.000s      0.022w     10 calls
| | | | JK: J1                      :      0.000u      0.000s      0.011w     10 calls
| | | | JK: J2                      :      0.000u      0.000s      0.011w     10 calls
| | | JK: K                         :      0.000u      0.000s      0.247w     10 calls
| | | | JK: K1                      :      0.000u      0.000s      0.226w     10 calls
| | | | JK: K2                      :      0.000u      0.000s      0.020w     10 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     10 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     10 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     10 calls
| HF: DIIS                          :      0.000u      0.000s      0.021w      9 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.003w      9 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.004w      9 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w      9 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w      9 calls
| | | New vector                    :      0.000u      0.000s      0.001w      9 calls
| HF: Form C                        :      0.000u      0.000s      0.016w      9 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      0.871w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.039w      2 calls
| HF: Form core H                   :      0.000u      0.000s      0.043w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.001w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.036w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.035w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.269w     10 calls
| | JK: D                           :      0.000u      0.000s      0.000w     10 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     10 calls
| | JK: JK                          :      0.000u      0.000s      0.267w     10 calls
| | | JK: J                         :      0.000u      0.000s      0.021w     10 calls
| | | | JK: J1                      :      0.000u      0.000s      0.011w     10 calls
| | | | JK: J2                      :      0.000u      0.000s      0.009w     10 calls
| | | JK: K                         :      0.000u      0.000s      0.239w     10 calls
| | | | JK: K1                      :      0.000u      0.000s      0.220w     10 calls
